CustomerID,BranchID,AccountNumber,AccountType,Balance,Status,OpenDate
134,9,52317987729553,Savings,505113.1,Active,2020-12-13
135,1,52172381619814,Savings,2126155.13,Active,2023-08-10
136,7,52716783505330,Savings,448394.6,Active,2019-11-18
137,7,52000271573299,Savings,277299.1,Active,2022-08-29
138,8,52328148197623,Savings,150894.52,Active,2021-11-22
139,1,52142634829639,Savings,1608814.86,Closed,2022-11-29
140,1,52251606383420,Current,1327195.31,Active,2022-05-19
141,5,52790230964950,Savings,2432542.7,Active,2021-06-09
142,6,52727537485703,Current,349649.17,Active,2019-03-27
143,3,52862099347010,Current,2354033.41,Active,2022-02-01
144,7,52590811836885,Savings,1442581.58,Active,2024-10-04
145,9,52517488518463,Savings,2009873.63,Active,2019-08-20
146,6,52304714438873,Savings,1841268.14,Active,2023-04-17
147,10,52294633292247,Savings,1368539.49,Active,2022-10-21
148,2,52720614478994,Savings,564397.46,Active,2020-01-01
149,7,52350505094282,Savings,369078.85,Active,2021-04-14
150,3,52961904030567,Current,2449841.2,Active,2021-02-26
151,6,52701639107221,Savings,909852.09,Active,2024-06-14
152,10,52565618121926,Savings,23896.29,Active,2024-08-12
153,7,52348901231721,Savings,923848.42,Active,2020-08-13
154,8,52389522814127,Savings,1808577.72,Active,2019-12-30
155,2,52272068947400,Current,1613792.64,Active,2019-06-24
156,3,52310156603479,Savings,611759.17,Active,2019-11-14
157,2,52977741578549,Savings,1438355.83,Active,2021-04-25
158,6,52581929754658,Savings,1499387.15,Active,2019-01-21
159,3,52846565724642,Savings,274846.73,Active,2021-02-13
160,7,52017313246342,Savings,630981.38,Active,2023-02-21
161,4,52503506146673,Savings,886240.71,Active,2019-10-08
162,2,52531175734459,Current,1131168.11,Active,2019-05-01
163,6,52928341741808,Current,759860.47,Active,2019-06-14
164,7,52326098823964,Savings,413856.58,Active,2020-04-10
165,6,52118079757582,Current,336867.42,Active,2019-09-19
166,1,52170522028226,Savings,107261.59,Active,2019-01-04
167,6,52353866184755,Current,2155421.45,Active,2020-06-25
168,7,52670740534082,Savings,527601.28,Active,2023-04-01
169,10,52714593134699,Savings,2008795.09,Active,2023-11-02
170,9,52726148309894,Current,2458470.57,Active,2022-09-10
171,6,52273752008302,Savings,1256275.2,Active,2021-11-26
172,6,52571199829061,Savings,2249928.0,Active,2024-09-07
173,3,52865425623317,Savings,342799.72,Active,2021-09-02
174,10,52498433516516,Savings,670254.23,Active,2022-11-13
175,1,52139587624977,Savings,1002401.61,Active,2022-01-31
176,10,52095018910716,Savings,631442.56,Active,2019-11-18
177,1,52408155209977,Current,1444682.25,Active,2023-06-30
178,9,52701632310058,Current,2210750.66,Active,2022-03-22
179,6,52880552046903,Current,2315932.93,Active,2019-01-16
180,2,52262500732978,Savings,1728046.94,Active,2022-09-24
181,4,52636872432378,Savings,1359065.63,Active,2019-04-26
182,4,52856491914171,Savings,1239690.92,Active,2021-09-10
183,10,52427928876224,Current,991487.98,Active,2020-06-25
184,9,52594380776757,Savings,1167318.94,Active,2022-07-13
185,4,52402984657895,Current,1610454.01,Active,2023-03-25
186,5,52134664832624,Savings,464307.74,Active,2023-11-03
187,3,52883636939342,Savings,1765548.31,Active,2020-01-11
188,4,52337949821848,Savings,986382.28,Active,2024-05-17
189,7,52132598080428,Savings,32496.82,Blocked,2024-06-26
190,8,52760127304494,Savings,2433113.01,Active,2023-01-14
191,4,52893267682485,Savings,282588.2,Active,2021-11-24
192,1,52225943834571,Current,1426699.41,Active,2021-06-21
193,2,52079440089159,Savings,132189.52,Active,2020-07-26
194,10,52713633496317,Savings,618730.57,Active,2020-06-19
195,1,52111743675593,Savings,1834108.75,Closed,2022-02-10
196,4,52097719931481,Savings,619948.65,Active,2019-02-26
197,7,52659061174419,Savings,743708.95,Blocked,2021-05-21
198,2,52430756922907,Savings,1727607.71,Active,2023-03-03
199,4,52311429605700,Savings,1969463.34,Active,2019-04-14
200,2,52113833750678,Savings,242147.68,Active,2019-07-09
201,9,52872993728095,Savings,702400.12,Active,2023-11-02
202,1,52242393542227,Savings,1327714.94,Active,2019-11-03
203,5,52147916360034,Savings,1581070.3,Active,2024-06-23
204,7,52823547704040,Savings,1117453.42,Active,2022-11-25
205,6,52735877988593,Savings,714260.44,Active,2022-03-24
206,7,52055241056286,Savings,93281.2,Active,2023-09-24
207,5,52177564203832,Savings,968791.24,Active,2023-04-19
208,8,52217378687691,Savings,384660.69,Active,2021-07-14
209,4,52558393288587,Savings,1500223.03,Active,2020-03-23
210,3,52441830087667,Savings,640917.23,Active,2020-07-27
211,9,52780023019913,Savings,2240348.68,Active,2024-02-17
212,3,52288981415344,Savings,1949676.35,Active,2022-11-16
213,4,52231558568074,Savings,575943.17,Active,2022-09-25
214,7,52296768851809,Savings,1923848.02,Active,2019-10-10
215,3,52692726935233,Current,519349.95,Active,2022-01-26
216,1,52839694832518,Current,561356.31,Active,2021-06-07
217,4,52186794636195,Savings,1880026.86,Active,2020-07-04
218,2,52633271380331,Savings,2291617.96,Active,2019-04-09
219,1,52134434621220,Current,1451857.33,Active,2022-11-20
220,8,52102691848939,Savings,558725.85,Active,2020-09-30
221,2,52503528668868,Current,991931.21,Active,2020-04-03
222,5,52474759047250,Savings,909309.46,Active,2019-06-21
223,5,52466595921755,Savings,195080.55,Active,2022-06-18
224,5,52322957290148,Savings,1481138.07,Active,2019-12-25
225,2,52935834147350,Savings,5317.03,Active,2022-10-31
226,9,52627152448980,Savings,1677738.92,Active,2019-08-09
227,2,52921233895818,Savings,1998792.3,Active,2022-09-27
228,2,52134840190223,Savings,204418.53,Active,2022-05-02
229,10,52257934992839,Savings,955972.18,Active,2022-06-12
230,8,52293747469564,Savings,521027.73,Active,2020-05-10
231,4,52132826887956,Savings,818452.89,Active,2021-07-12
232,1,52881452217295,Savings,238952.99,Closed,2021-12-21
233,2,52963224276602,Savings,2281439.03,Active,2024-09-12
234,8,52639449656249,Savings,2047957.39,Active,2022-04-14
235,1,52732540963084,Savings,1465247.26,Active,2024-11-11
236,8,52737246919198,Current,2069254.06,Active,2024-01-25
237,7,52303029962390,Savings,1361508.48,Active,2022-03-03
238,10,52556856861758,Savings,1354049.05,Active,2024-07-05
239,6,52409916403789,Savings,1463970.74,Active,2021-06-22
240,6,52844889786922,Savings,1055214.17,Active,2023-06-20
241,7,52488908771805,Current,1108344.51,Active,2023-03-08
242,1,52703126487490,Savings,254033.81,Active,2024-04-08
243,5,52934160014432,Savings,578671.05,Active,2024-11-12
244,5,52981725719822,Savings,1302665.87,Active,2023-06-04
245,2,52326017628911,Savings,215749.22,Active,2021-12-15
246,5,52445831218062,Savings,193998.13,Active,2021-12-02
247,6,52178498537241,Savings,1545334.73,Active,2023-04-16
248,3,52480818107006,Savings,674648.83,Active,2024-07-17
249,6,52227748019695,Current,693110.57,Active,2022-09-28
250,10,52668928839648,Savings,2313963.17,Active,2020-07-17
251,1,52790061897160,Savings,624189.81,Active,2022-06-10
252,6,52406050538781,Savings,1131802.17,Active,2021-12-25
253,6,52307949682613,Savings,2398648.09,Active,2020-02-23
254,1,52206075991329,Current,2215180.21,Active,2020-03-24
255,10,52184512236029,Savings,987425.62,Active,2024-01-01
256,9,52361447517628,Current,337460.91,Active,2020-06-27
257,6,52363446794656,Savings,186739.7,Active,2024-07-02
258,10,52296286890502,Savings,1067294.65,Active,2021-06-03
259,8,52859164414732,Current,1059227.9,Active,2019-12-18
260,6,52380431856931,Savings,1010491.47,Active,2022-09-04
261,3,52646796033293,Savings,1172552.46,Active,2024-03-09
262,3,52857168050455,Savings,2149433.97,Active,2021-10-26
263,2,52798405965522,Savings,2040202.17,Active,2022-05-25
264,5,52998214904719,Savings,1339312.28,Active,2020-04-10
265,8,52989812368731,Savings,2478792.98,Active,2020-05-12
266,4,52171744432958,Savings,109206.11,Active,2022-08-21
267,5,52831167329855,Savings,828066.79,Active,2020-01-05
268,7,52148192949798,Savings,2431657.54,Active,2019-04-29
269,2,52009015937451,Current,781921.28,Active,2020-02-18
270,5,52666260365084,Savings,1200852.53,Active,2020-02-18
271,4,52430700501108,Savings,748521.39,Active,2021-03-13
272,7,52932693259298,Current,1448536.6,Active,2022-08-05
273,1,52880681448192,Current,1858305.23,Active,2023-06-28
274,7,52337922794760,Current,1397279.29,Active,2023-07-23
275,3,52999280598009,Savings,838027.09,Active,2024-03-20
276,4,52843327591257,Savings,1676957.07,Active,2023-12-14
277,6,52825231901806,Savings,1471519.89,Active,2020-11-24
278,7,52072525660266,Savings,555610.61,Active,2019-01-15
279,6,52692839263755,Savings,2419169.6,Active,2020-12-16
280,2,52157859945474,Savings,2220071.36,Active,2021-06-27
281,3,52925656047765,Savings,5361.82,Active,2024-05-04
282,8,52732172516147,Savings,1739602.49,Active,2024-10-04
283,1,52903901698667,Savings,561853.92,Active,2019-02-03
284,2,52959259092922,Savings,2180645.0,Active,2024-09-07
285,10,52648054931438,Savings,50575.56,Active,2022-04-21
286,6,52548615613291,Savings,510639.77,Active,2023-08-18
287,10,52557431788122,Savings,2109748.23,Active,2023-03-10
288,5,52146463967338,Savings,1014096.35,Active,2024-08-30
289,8,52754422961213,Savings,1845357.0,Active,2023-01-15
290,5,52467929385140,Savings,2076096.08,Active,2023-05-29
291,5,52873976455987,Savings,981522.84,Active,2022-01-18
292,5,52892778126626,Savings,1950046.12,Active,2024-02-09
293,7,52267789898108,Savings,1337148.49,Active,2019-03-25
294,4,52982160350407,Current,1971420.51,Active,2023-04-29
295,2,52421826541046,Current,880244.01,Active,2020-01-10
296,10,52605645669135,Current,1930934.55,Active,2019-06-06
297,5,52049690831376,Savings,1700011.36,Active,2020-10-17
298,3,52154084271339,Savings,1757239.02,Active,2023-08-05
299,1,52067919233257,Savings,513202.49,Active,2024-11-07
300,4,52044043706097,Savings,397241.13,Active,2024-11-04
301,9,52415431436366,Savings,496315.5,Active,2021-09-21
302,10,52942120831303,Current,738659.98,Active,2019-10-05
303,6,52220866124626,Savings,1352177.86,Active,2019-01-24
304,5,52935637592847,Savings,1402600.67,Active,2022-10-28
305,1,52636247227511,Savings,1671150.96,Active,2019-03-24
306,6,52910193726590,Savings,1342330.54,Active,2020-09-01
307,3,52796647133623,Savings,1725023.18,Active,2021-11-13
308,8,52112859501898,Savings,1024196.7,Active,2020-12-07
309,7,52661693695787,Savings,2054084.25,Active,2023-11-27
310,9,52905057834621,Current,83687.44,Active,2019-08-23
311,6,52672991644607,Savings,2353127.98,Active,2022-10-12
312,3,52540072516877,Current,2320544.99,Active,2024-11-13
313,3,52239881339803,Current,301875.35,Active,2022-10-21
314,2,52553105457030,Savings,20541.84,Blocked,2023-10-23
315,8,52768906371148,Savings,2186550.27,Closed,2023-05-24
316,4,52102596816836,Savings,226684.82,Active,2022-04-20
317,10,52252647840582,Savings,446346.28,Active,2023-10-01
318,2,52459931883933,Current,1743090.22,Active,2021-10-21
319,5,52168476120304,Current,1842076.34,Active,2021-06-26
320,2,52230027769053,Savings,2300605.77,Active,2022-05-25
321,3,52670668462597,Savings,2126565.13,Active,2022-10-05
322,4,52377526701774,Savings,2369076.39,Active,2024-09-24
323,9,52128101354326,Savings,242433.1,Active,2019-08-30
324,10,52574187557107,Savings,704198.49,Active,2024-05-01
325,1,52590864621729,Current,2133179.06,Active,2020-09-24
326,2,52686169782863,Savings,1439578.63,Active,2020-05-01
327,7,52767810976972,Savings,1263897.52,Active,2020-09-27
328,5,52916449320705,Savings,1957911.32,Active,2019-12-26
329,5,52770445470986,Savings,809494.07,Blocked,2019-06-21
330,4,52349875282993,Savings,946673.66,Active,2022-03-27
331,5,52334862063031,Savings,1557485.28,Blocked,2020-10-20
332,1,52786859364683,Savings,1763272.21,Active,2024-10-09
333,9,52452547752360,Savings,422129.32,Active,2023-02-16
334,7,52599776467941,Savings,381795.52,Active,2020-10-05
335,10,52037182902663,Savings,2319165.61,Active,2023-09-23
336,3,52471238552852,Savings,165419.03,Active,2019-08-26
337,4,52965265262701,Savings,374826.58,Active,2019-10-16
338,5,52846832943692,Savings,2290799.04,Active,2021-01-26
339,3,52385136118164,Savings,2495291.95,Active,2020-02-10
340,3,52466291485188,Savings,90509.59,Active,2021-04-13
341,6,52091194742550,Savings,1492237.6,Active,2022-10-30
342,7,52262382352669,Savings,1375842.6,Active,2019-06-21
343,3,52019917979189,Savings,817408.39,Active,2024-07-25
344,8,52552088078437,Savings,308473.28,Active,2019-03-07
345,10,52974218654359,Current,1551739.36,Active,2020-02-19
346,5,52814978350830,Savings,186783.95,Active,2020-04-15
347,8,52677413243185,Savings,456911.13,Active,2023-05-13
348,1,52872864877309,Savings,646695.39,Active,2024-12-20
349,8,52168647618362,Savings,1198411.71,Active,2019-11-18
350,7,52327282315617,Savings,718588.85,Active,2024-04-08
351,5,52613123052889,Savings,637194.6,Active,2024-05-15
352,8,52911088010358,Current,2006531.08,Active,2019-09-09
353,6,52041448660292,Savings,692603.64,Active,2020-11-12
354,1,52613170364858,Savings,190162.61,Active,2021-09-11
355,2,52153881260481,Savings,1584666.66,Active,2021-04-29
356,2,52886680867895,Savings,16481.1,Active,2019-07-15
357,9,52046586109410,Savings,1880137.69,Active,2019-03-30
358,8,52669453550209,Savings,1910806.88,Active,2019-09-20
359,2,52548551049991,Savings,702384.36,Blocked,2022-06-22
360,9,52286865929573,Savings,1725098.63,Active,2022-07-03
361,2,52266722153316,Savings,1214597.35,Active,2019-11-18
362,9,52768136241598,Savings,1149722.13,Active,2023-10-10
363,1,52303821844915,Savings,301075.45,Active,2021-10-27
364,8,52752289905680,Savings,782706.09,Active,2023-04-19
365,6,52192717055611,Current,2103253.08,Blocked,2019-02-27
366,7,52223124626034,Savings,98730.12,Active,2024-12-16
367,7,52967378785744,Savings,1543456.66,Active,2019-09-25
368,10,52556416886175,Savings,1752024.96,Active,2023-06-03
369,4,52222588212663,Current,1418009.06,Active,2024-04-10
370,2,52577467633331,Savings,2296645.97,Active,2020-12-28
371,9,52332694231011,Savings,1299940.66,Active,2019-08-04
372,2,52882110386015,Savings,1654976.58,Closed,2021-10-05
373,3,52121512715769,Current,90270.45,Active,2023-04-10
374,5,52360867993277,Savings,441318.25,Active,2019-09-02
375,4,52078891570471,Savings,1245366.42,Active,2020-02-27
376,2,52998991744683,Current,1961147.71,Closed,2019-12-05
377,3,52700783698961,Savings,1413973.96,Active,2020-07-02
378,10,52570192861119,Savings,1102358.89,Active,2020-05-30
379,9,52222441892150,Savings,1349206.39,Active,2023-12-30
380,3,52719280804002,Savings,607128.64,Active,2021-01-10
381,9,52935185942718,Savings,935077.17,Active,2022-12-30
382,4,52568224722001,Savings,138800.47,Active,2023-03-31
383,2,52550169106981,Savings,2063571.74,Active,2024-06-30
384,4,52160556135471,Current,1265176.37,Active,2023-04-23
385,8,52402729809146,Current,1864080.79,Active,2021-07-21
386,7,52420456706825,Current,1322445.23,Active,2021-03-15
387,5,52289308381825,Savings,51342.44,Active,2024-01-05
388,4,52638654059909,Savings,1269270.18,Active,2023-02-25
389,8,52115680318241,Savings,2409803.24,Active,2022-09-26
390,4,52024593738623,Savings,70141.55,Active,2020-05-19
391,1,52106114189528,Savings,1648072.76,Active,2019-04-23
392,5,52871432813345,Savings,1361677.25,Active,2024-06-09
393,10,52935812549118,Savings,1080489.46,Active,2020-12-16
394,1,52658188337996,Savings,1155081.44,Active,2023-04-16
395,3,52365775444465,Savings,1563841.45,Active,2024-12-30
396,8,52419697337367,Savings,595341.37,Active,2023-12-11
397,8,52554317525199,Current,622652.95,Active,2022-04-06
398,6,52676548971440,Savings,1913385.02,Active,2021-06-27
399,3,52958455575456,Savings,675015.07,Active,2024-07-22
400,9,52123598226901,Savings,1798496.6,Active,2023-10-18
401,3,52018610853773,Current,1116543.77,Active,2019-08-10
402,6,52053753546896,Savings,537993.93,Active,2022-04-28
403,2,52700887780230,Savings,1833403.1,Active,2023-10-30
404,9,52709590818828,Current,281527.14,Active,2022-04-25
405,8,52053868414899,Savings,807833.35,Active,2023-01-04
406,8,52707499842831,Savings,464189.31,Active,2022-05-21
407,4,52369836714382,Savings,1270367.9,Active,2020-10-22
408,6,52634359282972,Savings,1652047.61,Active,2020-03-11
409,1,52292998249113,Savings,512027.71,Active,2024-12-06
410,2,52941659587201,Savings,860662.28,Active,2019-03-08
411,4,52864699639045,Savings,1067536.87,Active,2021-10-10
412,6,52740597063418,Savings,84204.39,Active,2020-11-27
413,7,52880673679300,Savings,751423.97,Active,2024-07-28
414,4,52592027346929,Savings,2263560.95,Active,2021-01-05
415,9,52860401102941,Savings,1802822.86,Active,2021-02-13
416,6,52392465656940,Savings,229539.02,Active,2020-02-17
417,1,52969257687484,Current,1060111.73,Blocked,2023-02-24
418,1,52137533133436,Savings,1267758.04,Active,2022-09-22
419,3,52847806072236,Savings,116989.21,Active,2022-02-03
420,3,52822815554646,Savings,479541.0,Active,2024-09-20
421,5,52433982822821,Savings,309684.44,Active,2021-11-02
422,2,52184944319890,Savings,460418.16,Active,2023-07-31
423,7,52624529678865,Savings,567641.31,Active,2020-12-12
424,10,52708202707033,Savings,16099.91,Active,2022-08-25
425,6,52470225598613,Savings,320561.2,Active,2024-05-30
426,1,52819218306033,Savings,2236062.99,Active,2019-05-12
427,10,52847967186412,Savings,593584.44,Active,2023-01-03
428,8,52406475832234,Current,1899976.88,Active,2020-02-22
429,9,52498822662482,Savings,609503.86,Active,2024-01-07
430,1,52761748049447,Savings,273286.28,Active,2019-08-19
431,4,52405136139746,Savings,497156.17,Active,2022-08-19
432,1,52156790565050,Savings,673868.86,Active,2020-10-22
433,10,52631693434851,Current,2024526.74,Active,2022-09-13
434,9,52140381417650,Savings,1781489.02,Active,2022-02-15
435,7,52872784670901,Current,799080.08,Active,2022-10-20
436,6,52676120728483,Savings,1871259.64,Active,2021-08-02
437,3,52001788232766,Savings,1381013.15,Active,2023-11-11
438,8,52064489794338,Savings,1004769.52,Active,2020-12-30
439,3,52086111315904,Current,1167966.64,Active,2023-07-28
440,8,52166947831276,Savings,1547184.76,Active,2021-12-03
441,6,52895259467208,Savings,1662370.79,Active,2022-06-28
442,10,52444535166542,Savings,830333.74,Active,2019-11-03
443,6,52291666997052,Savings,1434224.74,Active,2024-02-24
444,8,52025687666189,Savings,2100287.77,Active,2020-12-11
445,8,52460624561373,Savings,1122359.14,Active,2023-07-11
446,6,52630842143080,Savings,904352.6,Active,2020-10-17
447,3,52995747825299,Savings,1389937.66,Active,2024-06-02
448,10,52275742485360,Savings,19339.97,Active,2019-10-04
449,6,52220240174839,Savings,2232630.14,Active,2019-04-16
450,1,52447512339270,Savings,879874.42,Active,2019-08-25
451,1,52469383473480,Savings,125654.23,Active,2020-08-30
452,6,52413425419367,Savings,1359765.02,Active,2024-02-26
453,4,52182453243219,Savings,1415513.46,Active,2020-11-26
454,3,52586578391655,Current,1150153.79,Active,2019-10-06
455,4,52741234876530,Savings,90414.89,Active,2024-03-09
456,4,52451461816506,Savings,1662757.32,Active,2021-07-24
457,1,52583382633950,Savings,2015005.95,Active,2021-06-14
458,9,52845003876784,Current,903431.47,Active,2019-06-23
459,2,52068572076774,Current,1431840.28,Active,2023-11-18
460,10,52701918717785,Savings,2420419.05,Active,2023-11-19
461,3,52528577419624,Savings,1224330.0,Active,2020-12-29
462,9,52717783233839,Savings,2327412.86,Active,2024-03-14
463,1,52004512290733,Savings,1779117.16,Active,2020-01-20
464,3,52981185543853,Savings,1008821.39,Active,2020-10-19
465,6,52448828175047,Savings,102805.04,Active,2020-12-01
466,5,52052529081539,Savings,654675.02,Active,2019-06-19
467,10,52920325115986,Current,2019131.81,Active,2020-01-10
468,9,52793491032228,Current,360339.2,Active,2024-07-28
469,8,52443262180294,Savings,61002.3,Active,2021-10-31
470,10,52562110148083,Savings,64659.1,Active,2020-04-25
471,4,52638927882511,Savings,687124.93,Active,2022-08-15
472,3,52243467968452,Savings,2051979.13,Active,2022-09-06
